PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	C3	RP	EM	RI	OI	FU	FP	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	DL	D2	EA	PG	WC	WE	SC	GA	PM	OA	HC	HP	DA	UT
J	Chen, SG; Wang, Q; Zhu, X				Chen, Siguang; Wang, Qian; Zhu, Xi			Energy and delay co-aware intelligent computation offloading and resource allocation for fog computing networks	MULTIMEDIA TOOLS AND APPLICATIONS																	Zhu, Xi/JWP-6566-2024; Chen, Siguang/AAG-2934-2020	Zhu, Xi/0000-0001-9467-2753; Chen, Siguang/0000-0002-7375-0393													1380-7501	1573-7721				2023 DEC 13	2023										10.1007/s11042-023-17775-8	http://dx.doi.org/10.1007/s11042-023-17775-8		DEC 2023											WOS:001122700100001
J	Wu, YP; Wu, Y				Wu, Yanpeng; Wu, Ying			Linear Matrix Inequality Approach to Stochastic Stabilization of Networked Control System with Markovian Jumping Parameters	INTERNATIONAL JOURNAL OF CONTROL AUTOMATION AND SYSTEMS																		Wu, Ying/0000-0001-5602-3015													1598-6446	2005-4092				FEB	2019	17	2					405	414		10.1007/s12555-017-0299-4	http://dx.doi.org/10.1007/s12555-017-0299-4													WOS:000459038200013
J	Barbier, I; Perez-Carrasco, R; Schaerli, Y				Barbier, Icvara; Perez-Carrasco, Ruben; Schaerli, Yolanda			Controlling spatiotemporal pattern formation in a concentration gradient with a synthetic toggle switch	MOLECULAR SYSTEMS BIOLOGY																	Schaerli, Yolanda/T-8864-2017	Barbier, Icvara/0000-0001-6814-2871; Perez-Carrasco, Ruben/0000-0001-5348-8829; Schaerli, Yolanda/0000-0002-9083-7343													1744-4292					JUN	2020	16	6							e9361	10.15252/msb.20199361	http://dx.doi.org/10.15252/msb.20199361								32529808					WOS:000545998800013
J	Wang, AJ; Liao, XF; He, HB				Wang, Aijuan; Liao, Xiaofeng; He, Haibo			Event-Triggered Differentially Private Average Consensus for Multi-agent Network	IEEE-CAA JOURNAL OF AUTOMATICA SINICA																	Liao, Xiaofeng/HPD-6655-2023; He, Haibo/ABF-3668-2020; Wang, Aijuan/JSK-9810-2023	He, Haibo/0000-0002-5247-9370; 													2329-9266	2329-9274				JAN	2019	6	1					75	83		10.1109/JAS.2019.1911327	http://dx.doi.org/10.1109/JAS.2019.1911327													WOS:000455705900006
J	Fahmi, I; Nuchitprasittichai, A; Cremaschi, S				Fahmi, Ismail; Nuchitprasittichai, Aroonsri; Cremaschi, Selen			A new representation for modeling biomass to commodity chemicals development for chemical process industry	COMPUTERS & CHEMICAL ENGINEERING																	Cremaschi, Selen/AAG-8455-2020	Cremaschi, Selen/0000-0002-9333-344X													0098-1354	1873-4375				FEB 11	2014	61						77	89		10.1016/j.compchemeng.2013.10.012	http://dx.doi.org/10.1016/j.compchemeng.2013.10.012													WOS:000329125900008
J	Chen, CL; Yuan, TW; Lee, WC				Chen, Cheng-Liang; Yuan, Tzu-Wei; Lee, Wen-Cheng			Multi-criteria fuzzy optimization for locating warehouses and distribution centers in a supply chain network	JOURNAL OF THE CHINESE INSTITUTE OF CHEMICAL ENGINEERS																	, zhang/E-8237-2011														0368-1653					SEP-NOV	2007	38	5-6					393	407		10.1016/j.jcice.2007.08.001	http://dx.doi.org/10.1016/j.jcice.2007.08.001													WOS:000252328300005
C	Pham, VT; Messai, N; Nguyen, DH; Manamanni, N			IEEE	Van Thiem Pham; Messai, Nadhir; Nguyen, D. Hoa; Manamanni, Noureddine			Adaptive Output Consensus Design in Clustered Networks of Heterogeneous Linear Multi-Agent Systems	2019 IEEE 58TH CONFERENCE ON DECISION AND CONTROL (CDC)	IEEE Conference on Decision and Control				58th IEEE Conference on Decision and Control (CDC)	DEC 11-13, 2019	Nice, FRANCE	IEEE									MESSAI, Nadhir/W-6771-2018; Nguyen, Dinh Hoa/V-2176-2019; Pham, Van Thiem/AAJ-4161-2020; V. Pham, Thiem/AAN-5905-2020	Nguyen, Dinh Hoa/0000-0003-3318-737X; Pham, Van Thiem/0000-0002-1752-0139; V. Pham, Thiem/0000-0003-0113-8661													0743-1546	2576-2370	978-1-7281-1398-2				2019							5426	5431		10.1109/cdc40024.2019.9029998	http://dx.doi.org/10.1109/cdc40024.2019.9029998													WOS:000560779004155
C	Zhang, HJ; Liu, XN; Long, KP; Poor, HV			IEEE	Zhang, Haijun; Liu, Xiangnan; Long, Keping; Poor, H. Vincent			Primal Dual PPO Learning Resource Allocation in Indoor IRS-Aided Networks	2021 IEEE GLOBAL COMMUNICATIONS CONFERENCE (GLOBECOM)	IEEE Global Communications Conference				IEEE Global Communications Conference (GLOBECOM)	DEC 07-11, 2021	Madrid, SPAIN	IEEE, Huawei, Vodafone, Intel, ZTE, Qualcomm, Assia, IMEC, Keysight Technologies, PRIME Alliance, Rohde & Schwarz, Vantage Towers, Guard, Usal Bisite Res Grp									WU, SHAN/KGM-5484-2024; guo, ppdop/KAL-9865-2024														2334-0983	2576-6813	978-1-7281-8104-2				2021										10.1109/GLOBECOM46510.2021.9685203	http://dx.doi.org/10.1109/GLOBECOM46510.2021.9685203													WOS:000790747200155
J	Li, B; Chen, ZQ; Liu, ZX; Zhang, CY; Zhang, Q				Li, Bo; Chen, Zeng-qiang; Liu, Zhong-xin; Zhang, Chun-yan; Zhang, Qing			Containment control of multi-agent systems with fixed time-delays in fixed directed networks	NEUROCOMPUTING																	wang, xiao/HZI-9156-2023; liu, qi/KFA-4047-2024	LIU, Zhongxin/0000-0002-3565-4800													0925-2312	1872-8286				JAN 15	2016	173						2069	2075		10.1016/j.neucom.2015.09.056	http://dx.doi.org/10.1016/j.neucom.2015.09.056													WOS:000366879800164
C	Anderson, DS; Hibler, M; Stoller, L; Stack, T; Lepreau, J			IEEE	Anderson, David S.; Hibler, Mike; Stoller, Leigh; Stack, Tim; Lepreau, Jay			Automatic online validation of network configuration in the Emulab network testbed	3RD INTERNATIONAL CONFERENCE ON AUTONOMIC COMPUTING, PROCEEDINGS					3rd International Conference on Autonomic Computing (ICAC 2006)	2006	Dublin, IRELAND	IEEE Comp Soc, intel, IBM, Microsoft Res, BT, hp, Fujitsu																									1-4244-0175-5				2005							134	142																WOS:000240798700014
J	Witrant, E; Di Marco, P; Park, P; Briat, C				Witrant, Emmanuel; Di Marco, Piergiuseppe; Park, Pangun; Briat, Corentin			Limitations and performances of robust control over WSN: UFAD control in intelligent buildings	IMA JOURNAL OF MATHEMATICAL CONTROL AND INFORMATION																	Di Marco, Piergiuseppe/JMR-4564-2023; Briat, Corentin/H-2444-2012; Di Marco, Piergiuseppe/AAE-1254-2021	Briat, Corentin/0000-0003-1822-2683; Di Marco, Piergiuseppe/0000-0002-3528-8513; Park, Pangun/0000-0003-3744-4476													0265-0754	1471-6887				DEC	2010	27	4					527	543		10.1093/imamci/dnq017	http://dx.doi.org/10.1093/imamci/dnq017													WOS:000285415800009
J	Yang, B; Feng, G; Shen, YY; Long, CN; Guan, XP				Yang, Bo; Feng, Gang; Shen, Yanyan; Long, Chengnian; Guan, Xinping			Channel-Aware Access for Cognitive Radio Networks	IEEE TRANSACTIONS ON VEHICULAR TECHNOLOGY																	Feng, gang/B-5232-2013	Feng, gang/0000-0001-8508-8416													0018-9545	1939-9359				SEP	2009	58	7					3726	3737		10.1109/TVT.2009.2014958	http://dx.doi.org/10.1109/TVT.2009.2014958													WOS:000269155100053
J	Gillman, E; Carollo, F; Lesanovsky, I				Gillman, Edward; Carollo, Federico; Lesanovsky, Igor			Using (1+1)D quantum cellular automata for exploring collective effects in large-scale quantum neural networks	PHYSICAL REVIEW E																	Carollo, Federico/ABE-6992-2021	Carollo, Federico/0000-0002-6961-7143; Gillman, Edward/0000-0002-7316-5071													2470-0045	2470-0053				FEB 22	2023	107	2							L022102	10.1103/PhysRevE.107.L022102	http://dx.doi.org/10.1103/PhysRevE.107.L022102								36932502					WOS:001000797200005
J	Binaghi, E; Pedoia, V; Guidali, A; Guglielmin, M				Binaghi, E.; Pedoia, V.; Guidali, A.; Guglielmin, M.			Snow cover thickness estimation using radial basis function networks	CRYOSPHERE																															1994-0416						2013	7	3					841	854		10.5194/tc-7-841-2013	http://dx.doi.org/10.5194/tc-7-841-2013													WOS:000321144100006
J	Franzoi, RE; Menezes, BC; Kelly, JD; Gut, JAW; Grossmann, IE				Franzoi, Robert E.; Menezes, Brenno C.; Kelly, Jeffrey D.; Gut, Jorge A. W.; Grossmann, Ignacio E.			Large-scale optimization of nonconvex MINLP refinery scheduling	COMPUTERS & CHEMICAL ENGINEERING																	Menezes, Brenno/O-4832-2014	Menezes, Brenno/0000-0002-2972-7014; Franzoi, Robert/0000-0003-0084-0694													0098-1354	1873-4375				JUL	2024	186								108678	10.1016/j.compchemeng.2024.108678	http://dx.doi.org/10.1016/j.compchemeng.2024.108678													WOS:001229417800001
J	Li, ZW; Xu, C; Zhang, ZP; Wu, RZ				Li, Zewu; Xu, Chen; Zhang, Zhanpeng; Wu, Runze			Deep reinforcement learning based trajectory design and resource allocation for task-aware multi-UAV enabled MEC networks	COMPUTER COMMUNICATIONS																	Xu, Chenchao/HOH-3423-2023; zhang, zhanpeng/AAE-7897-2019	Xu, Chenchao/0000-0001-9768-2404; 													0140-3664	1873-703X				JAN 1	2024	213						88	98		10.1016/j.comcom.2023.11.006	http://dx.doi.org/10.1016/j.comcom.2023.11.006		NOV 2023											WOS:001111528800001
J	Singh, K; Tiwari, SC; Gupta, M				Singh, Kunwar; Tiwari, Satish Chandra; Gupta, Maneesha			A closed-loop ASIC design approach based on logical effort theory and artificial neural networks	INTEGRATION-THE VLSI JOURNAL					23rd Asia and South Pacific Design Automation Conference (ASP-DAC)	JAN 22-25, 2018	Jeju, SOUTH KOREA	IEEE, ACM SIGDA, Cadenc Designn Syst Inc, SK Hynix, IEEE Circuits & Syst Soc, IEEE Council Elect Design Automat, Mentor, Synopsys Inc, Entasys Design Inc, Baum, Silvaco, Toshiba										Gupta, Maneesha/0000-0003-2495-678X; /0000-0002-3309-5515													0167-9260	1872-7522				NOV	2019	69						10	22		10.1016/j.vlsi.2019.07.006	http://dx.doi.org/10.1016/j.vlsi.2019.07.006													WOS:000500051400002
C	El-Farra, NH; Sun, YL			IEEE	El-Farra, Nael H.; Sun, Yulei			Quasi-decentralized Control of Process Systems Using Wireless Sensor Networks with Scheduled Sensor Transmissions	2009 AMERICAN CONTROL CONFERENCE, VOLS 1-9	Proceedings of the American Control Conference				American Control Conference 2009	JUN 10-12, 2009	St Louis, MO																								0743-1619	2378-5861	978-1-4244-4523-3				2009							3390	3396		10.1109/ACC.2009.5160479	http://dx.doi.org/10.1109/ACC.2009.5160479													WOS:000270044901231
J	Pham, TV; Nguyen, QTT; Messai, N; Manamanni, N				Pham, Thiem V.; Nguyen, Quynh T. Thanh; Messai, Nadhir; Manamanni, Noureddine			Output consensus design in clustered networks of heterogeneous linear MASs under disturbances	EUROPEAN JOURNAL OF CONTROL																	MESSAI, Nadhir/W-6771-2018; Pham, Van Thiem/AAJ-4161-2020	Pham, Van Thiem/0000-0002-1752-0139													0947-3580	1435-5671				JAN	2023	69								100726	10.1016/j.ejcon.2022.100726	http://dx.doi.org/10.1016/j.ejcon.2022.100726		JAN 2023											WOS:000923854400001
J	Wei, W; Yang, XL; Shen, PY; Zhou, B				Wei, Wei; Yang, Xiao-Lin; Shen, Pei-Yi; Zhou, Bin			Holes Detection in Anisotropic Sensornets: Topological Methods	INTERNATIONAL JOURNAL OF DISTRIBUTED SENSOR NETWORKS																	Wei, Wei/S-8470-2018; Wei, Wei/ABB-8665-2021; wei, wei/IQW-1347-2023; wei, wei/HHR-8613-2022	Wei, Wei/0000-0002-8751-9205; Wei, Wei/0000-0002-8751-9205; 													1550-1477						2012									135054	10.1155/2012/135054	http://dx.doi.org/10.1155/2012/135054													WOS:000310624300001
C	Moretti, L; Manzolini, G; Martelli, E		Pierucci, S; Manenti, F; Bozzano, GL; Manca, D		Moretti, Luca; Manzolini, Giampaolo; Martelli, Emanuele			A MILP Model for the Operational Planning of Multi-Energy Systems Accounting for variable Delivery/Return Temperatures and Non-Isothermal Mixing in Headers	30TH EUROPEAN SYMPOSIUM ON COMPUTER AIDED PROCESS ENGINEERING, PTS A-C	Computer Aided Chemical Engineering				30 European Symposium on Computer-Aided Process Engineering (ESCAPE)	AUG 30-SEP 02, 2020	ELECTR NETWORK										Manzolini, Giampaolo/O-5387-2015	Manzolini, Giampaolo/0000-0001-6271-6942													1570-7946		978-0-12-823377-1				2020	48						1501	1506		10.1016/B978-0-12-823377-1.50251-2	http://dx.doi.org/10.1016/B978-0-12-823377-1.50251-2													WOS:000652152900251
J	Zhang, J; Li, YQ; Wu, Z; Rong, CY; Wang, T; Zhang, Z; Zhou, SY				Zhang, Jing; Li, Yiqi; Wu, Zhi; Rong, Chunyan; Wang, Tao; Zhang, Zhang; Zhou, Suyang			Deep-Reinforcement-Learning-Based Two-Timescale Voltage Control for Distribution Systems	ENERGIES																		wu, zhi/0000-0003-4803-3920; Zhou, Suyang/0000-0002-0802-9858														1996-1073				JUN	2021	14	12							3540	10.3390/en14123540	http://dx.doi.org/10.3390/en14123540													WOS:000666119300001
J	Quevedo, DE; Nesic, D				Quevedo, Daniel E.; Nesic, Dragan			Robust stability of packetized predictive control of nonlinear systems with disturbances and Markovian packet losses	AUTOMATICA																	Quevedo, Daniel E./A-8454-2008; Nesic, Dragan/O-2609-2013	Quevedo, Daniel E./0000-0002-4804-5481; Nesic, Dragan/0000-0001-7944-0241													0005-1098	1873-2836				AUG	2012	48	8					1803	1811		10.1016/j.automatica.2012.05.046	http://dx.doi.org/10.1016/j.automatica.2012.05.046													WOS:000307688200037
J	Yang, GQ; Liu, YK; Yang, K				Yang, Guo-Qing; Liu, Yan-Kui; Yang, Kai			Multi-objective biogeography-based optimization for supply chain network design under uncertainty	COMPUTERS & INDUSTRIAL ENGINEERING																	Yang, Guoqing/Q-7238-2017; LIU, Yan-Kui/IUN-3017-2023; Yang, Kai/F-9499-2017	LIU, Yan-Kui/0000-0002-3106-6761; Yang, Guoqing/0000-0002-3633-2184; Yang, Kai/0000-0002-6794-6795													0360-8352	1879-0550				JUL	2015	85						145	156		10.1016/j.cie.2015.03.008	http://dx.doi.org/10.1016/j.cie.2015.03.008													WOS:000356111600013
C	Deshpande, A; Göllü, A; Semenzato, L		Inan, MK; Kurshan, RP		Deshpande, A; Göllü, A; Semenzato, L			The SHIFT programming language and run-time system for dynamic networks of hybrid automata	VERIFICATION OF DIGITAL AND HYBRID SYSTEM	NATO ADVANCED SCIENCE INSTITUTES SERIES, SERIES F, COMPUTER AND SYSTEMS SCIENCES				NATO-Advanced-Study-Institute on Verification of Digital and Hybrid Systems	MAY 26-JUN 06, 1997	ANTALYA, TURKEY	NATO, Adv Study Inst																							0258-1248		3-540-65595-6				2000	170						355	371																WOS:000087176700017
J	Fasfous, N; Vemparala, MR; Frickenstein, A; Valpreda, E; Salihu, D; Doan, NAV; Unger, C; Nagaraja, NS; Martina, M; Stechele, W				Fasfous, Nael; Vemparala, Manoj Rohit; Frickenstein, Alexander; Valpreda, Emanuele; Salihu, Driton; Nguyen Anh Vu Doan; Unger, Christian; Nagaraja, Naveen Shankar; Martina, Maurizio; Stechele, Walter			HW-FlowQ: A Multi-Abstraction Level HW-CNN Co-design Quantization Methodology	ACM TRANSACTIONS ON EMBEDDED COMPUTING SYSTEMS					International Conference on Hardware/Software Codesign and System Synthesis (CODES plus ISSS)	OCT 10-15, 2021	ELECTR NETWORK										Martina, Maurizio/D-1495-2010; Doan, Anh Vu/HDM-8643-2022; Valpreda, Emanuele/JVP-3443-2024	Doan, Anh Vu/0000-0002-8156-9025; Valpreda, Emanuele/0000-0002-1285-9360													1539-9087	1558-3465				OCT	2021	20	5		S					66	10.1145/3476997	http://dx.doi.org/10.1145/3476997													WOS:000699999600017
J	Ju, YH; Meng, FW; Sun, YG				Ju, Yanhao; Meng, Fanwei; Sun, Yuangong			Stabilization and controller design of positive switched linear systems with all subsystems unstable	JOURNAL OF APPLIED MATHEMATICS AND COMPUTING																															1598-5865	1865-2085				APR	2024	70	2					1263	1273		10.1007/s12190-024-01999-4	http://dx.doi.org/10.1007/s12190-024-01999-4		FEB 2024											WOS:001171030100003
C	Li, YH; Xu, XD; Han, SJ; Wang, BZ; Dong, C; Liu, BL			IEEE	Li, Yihe; Xu, Xiaodong; Han, Shujun; Wang, Bizhu; Dong, Chen; Liu, Baoling			Multipath Routing Scheme for AI Model Slices Transmission in Intelligent Networks	2023 IEEE WIRELESS COMMUNICATIONS AND NETWORKING CONFERENCE, WCNC	IEEE Wireless Communications and Networking Conference				IEEE Wireless Communications and Networking Conference (WCNC)	MAR 26-29, 2023	Glasgow, SCOTLAND	IEEE, Huawei, AWTG, IEEE Commun Soc																							1525-3511		978-1-6654-9122-8				2023										10.1109/WCNC55385.2023.10118922	http://dx.doi.org/10.1109/WCNC55385.2023.10118922													WOS:000989491900276
J	Upadhyaya, S				Upadhyaya, Shweta			Working vacation policy for a discrete-time Geo<SUP>X</SUP>/Geo/1 retrial queue	OPSEARCH																	Upadhyaya, Shweta/AAW-5455-2021	Upadhyaya, Shweta/0000-0001-7550-7170													0030-3887	0975-0320				DEC	2015	52	4					650	669		10.1007/s12597-015-0200-2	http://dx.doi.org/10.1007/s12597-015-0200-2													WOS:000212088700003
J	Demir, OT; Tuncer, TE				Demir, Ozlem Tugfe; Tuncer, T. Engin			Optimum discrete phase-only multicast beamforming with joint antenna and user selection in cognitive radio networks	DIGITAL SIGNAL PROCESSING																	Demir, Özlem Tuğfe/GWD-0694-2022; Demir, Ozlem Tugfe/X-6548-2019; TUNCER, TEMEL ENGIN/AAZ-9216-2020	Demir, Özlem Tuğfe/0000-0001-9059-2799; TUNCER, TEMEL ENGIN/0000-0003-1098-8828													1051-2004	1095-4333				NOV	2015	46						81	96		10.1016/j.dsp.2015.08.006	http://dx.doi.org/10.1016/j.dsp.2015.08.006													WOS:000364111500009
J	Al-Kadhim, HM; Al-Raweshidy, HS				Al-Kadhim, Halah Mohammed; Al-Raweshidy, Hamed S.			Energy-Efficient Traffic in Cloud-Based IoT	IEEE SENSORS JOURNAL																		Al-Raweshidy, Hamed/0000-0002-3702-8192													1530-437X	1558-1748				NOV 15	2023	23	22					28035	28043		10.1109/JSEN.2023.3323805	http://dx.doi.org/10.1109/JSEN.2023.3323805													WOS:001136437500112
J	Sun, HL; Yang, D				Sun, Hailiang; Yang, Dan			The Design of Adolescents' Physical Health Prediction System Based on Deep Reinforcement Learning	COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE																															1687-5265	1687-5273				JAN 29	2022	2022								4946009	10.1155/2022/4946009	http://dx.doi.org/10.1155/2022/4946009								35132316					WOS:000783318000004
J	Liu, XN; Ke, ZH; Chen, YN; Deng, ZG				Liu, Xiaoning; Ke, Zhihao; Chen, Yining; Deng, Zigang			The feasibility of designing a back propagation neural network to predict the levitation force of high-temperature superconducting magnetic levitation	SUPERCONDUCTOR SCIENCE & TECHNOLOGY																	Ke, Zhihao/KIC-5080-2024; Deng, Zigang/C-4245-2008	Ke, Zhihao/0000-0002-1395-3711; Deng, Zigang/0000-0001-7937-9081													0953-2048	1361-6668				APR 1	2022	35	4							044004	10.1088/1361-6668/ac55f5	http://dx.doi.org/10.1088/1361-6668/ac55f5													WOS:000763674600001
J	Tao, J; Lu, RQ; Wu, ZG; Wu, YQ				Tao, Jie; Lu, Renquan; Wu, Zheng-Guang; Wu, Yuanqing			Reliable Control Against Sensor Failures for Markov Jump Systems With Unideal Measurements	IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS																	Wu, Zheng-Guang/J-4388-2014	Wu, Zheng-Guang/0000-0002-7054-0008													2168-2216					FEB	2019	49	2					308	316		10.1109/TSMC.2017.2778298	http://dx.doi.org/10.1109/TSMC.2017.2778298													WOS:000457670800004
J	Ortega, EM				Maria Ortega, Eva			Stochastic comparisons for rooted butterfly networks and tree networks, with random environments	INFORMATION SCIENCES																															0020-0255	1872-6291				JUN 1	2011	181	11					2247	2259		10.1016/j.ins.2010.12.023	http://dx.doi.org/10.1016/j.ins.2010.12.023													WOS:000292622100013
